DATE,CPI,exchange_rate,gsec_int_rates,t_int_rates,LTg_yields,M0,M1,M2,M3,total_reserves,Ex_Im
01-Jun-93,0.49,3.24,0.15,0.12,0.15,14.76,70.99,167.74,195.74,0.59,1.35
01-Jul-93,0.82,3.35,0.14,0.12,0.14,14.81,67.07,167.15,194.74,0.48,1.23
01-Aug-93,0.49,3.37,0.14,0.12,0.14,15,70.73,171.37,200.54,0.52,1.11
01-Sep-93,0.32,3.41,0.13,0.12,0.13,15.12,71.5,173.71,203.06,0.52,1.19
01-Oct-93,0.8,3.39,0.13,0.11,0.13,14.74,69.93,174.91,204.7,0.59,1.15
01-Nov-93,0.16,3.37,0.13,0.1,0.13,15.85,74.18,178.45,210.44,0.59,1.25
01-Dec-93,0.32,3.38,0.12,0.1,0.12,15.27,76.4,178.96,210.99,1.02,1.29
01-Jan-94,1.43,3.41,0.12,0.1,0.12,15.31,77.83,179,211.76,1.04,1.13
01-Feb-94,0.31,3.45,0.13,0.1,0.13,15.28,83.18,189.33,219.85,0.96,1.08
01-Mar-94,0.62,3.46,0.13,0.1,0.13,16.72,84.61,193.01,224.06,0.59,1.29
01-Apr-94,0.62,3.58,0.13,0.1,0.13,17.31,86.04,192.24,222.29,0.53,1.12
01-May-94,0.62,3.63,0.14,0.11,0.14,16.78,91.41,199.77,227.21,0.45,0.98
01-Jun-94,0.61,3.63,0.14,0.11,0.14,16.85,90.3,196.48,224.62,0.47,1.06
01-Jul-94,1.52,3.67,0.15,0.11,0.15,16.92,88.27,199.16,226.94,0.62,1.17
01-Aug-94,1.5,3.6,0.16,0.11,0.16,17.11,89.59,205.01,230.73,0.91,0.96
01-Sep-94,1.18,3.56,0.17,0.11,0.17,17.32,90.16,205.82,232.14,0.96,0.96
01-Oct-94,0.44,3.54,0.17,0.12,0.17,17.53,89.64,208.88,234.97,1.31,1.02
01-Nov-94,0.29,3.53,0.17,0.12,0.17,18.97,92.03,213.93,241.27,1.31,0.98
01-Dec-94,0.29,3.56,0.17,0.12,0.17,18.81,94.54,215.82,244.15,1.69,1.16
01-Jan-95,1.3,3.54,0.17,0.13,0.17,18.24,88.55,208.86,238.86,1.69,1.04
01-Feb-95,0.43,3.56,0.17,0.13,0.17,17.98,93.35,213.36,243.58,1.89,0.94
01-Mar-95,1.13,3.6,0.17,0.13,0.17,20.28,93.39,216.54,250.74,1.83,0.69
01-Apr-95,1.26,3.6,0.17,0.13,0.17,20.5,94.15,222.26,255.02,1.24,1.22
01-May-95,0.42,3.66,0.17,0.14,0.17,20.74,98.09,230.27,262.55,1.88,0.92
01-Jun-95,-0.14,3.66,0.17,0.14,0.17,20.75,98.09,227.73,262.99,1.79,1.06
01-Jul-95,0.55,3.64,0.17,0.14,0.17,21.23,95.36,225.9,263.58,1.73,0.97
01-Aug-95,0.27,3.64,0.16,0.14,0.16,21.35,97.8,226.03,265.54,1.65,0.83
01-Sep-95,0.14,3.66,0.15,0.14,0.15,21.72,101.6,229.46,269.43,1.66,1.13
01-Oct-95,0.27,3.65,0.15,0.14,0.15,22.2,98.34,229.25,268.26,1.76,0.78
01-Nov-95,0.27,3.65,0.14,0.14,0.14,23,104.61,236.73,274.45,2.19,0.88
01-Dec-95,0.82,3.66,0.15,0.14,0.15,24.63,112.75,245.72,281.16,2.82,0.92
01-Jan-96,1.21,3.64,0.14,0.14,0.14,21.94,111.99,244.02,279.64,2.62,0.82
01-Feb-96,0.13,3.74,0.14,0.14,0.14,22.59,121.38,256.44,291.69,2.1,0.94
01-Mar-96,0.8,3.93,0.15,0.14,0.15,22.96,127.74,265.16,299.34,1.82,0.81
01-Apr-96,0.66,4.21,0.16,0.14,0.16,23.75,125.97,264.78,299.03,1.04,0.99
01-May-96,0.66,4.37,0.17,0.16,0.17,23.76,127.7,269.93,304.78,0.88,0.85
01-Jun-96,0.91,4.35,0.16,0.16,0.16,23.84,132.77,276.84,312.72,1.07,0.94
01-Jul-96,0.78,4.4,0.15,0.15,0.15,24.65,130.84,277.15,312.84,0.86,1.13
01-Aug-96,0.51,4.53,0.16,0.16,0.16,24.16,137.14,281.77,317.93,0.85,0.92
01-Sep-96,1.02,4.5,0.15,0.15,0.15,24.71,142.34,283.33,320.31,0.9,0.93
01-Oct-96,0.88,4.58,0.16,0.15,0.16,25.31,146.14,286.97,324.31,0.87,1.23
01-Nov-96,0.38,4.66,0.16,0.15,0.16,26.35,148.34,289.76,326.27,1.09,0.96
01-Dec-96,1,4.69,0.16,0.16,0.16,27.66,156.06,295.31,330.45,0.94,1.11
01-Jan-97,1.23,4.64,0.16,0.16,0.16,24.78,149.66,295.62,332.06,1.37,0.92
01-Feb-97,0.61,4.46,0.15,0.16,0.15,25.51,154.86,303.04,340.28,1.61,0.55
01-Mar-97,0.61,4.43,0.15,0.16,0.15,26.87,163.38,313.69,350.39,1.82,1.09
01-Apr-97,0.84,4.44,0.15,0.16,0.15,27.27,154.06,309.47,348.62,2.05,0.7
01-May-97,0.36,4.47,0.15,0.16,0.15,26.42,154.71,316.59,355.21,3.7,1.06
01-Jun-97,0.24,4.5,0.15,0.15,0.15,26.22,159.47,316.43,356.32,4.24,1.3
01-Jul-97,1.07,4.56,0.14,0.15,0.14,27.02,159.38,317.29,358.78,4.25,1.02
01-Aug-97,0.12,4.69,0.14,0.15,0.14,26.93,166.66,324.57,365.3,4.35,0.98
01-Sep-97,0.47,4.69,0.14,0.15,0.14,27.99,180.58,338.25,378.27,4.52,0.94
01-Oct-97,0.47,4.71,0.14,0.15,0.14,28.07,181.86,343.15,381.65,4.6,1.01
01-Nov-97,-0.35,4.84,0.15,0.15,0.15,29.24,183.2,347.94,385.89,4.4,0.89
01-Dec-97,0.35,4.87,0.14,0.15,0.14,30.83,182.37,350.7,387.63,4.8,1.06
01-Jan-98,0.81,4.94,0.14,0.14,0.14,28.21,184.37,351.47,389.96,4.53,0.94
01-Feb-98,0.23,4.93,0.13,0.14,0.13,28.37,192.79,363.41,404.07,5.2,0.92
01-Mar-98,0.69,4.97,0.13,0.13,0.13,30.09,190.29,361.31,403.39,5.45,0.86
01-Apr-98,0.46,5.05,0.13,0.13,0.13,29.8,194.04,366.5,409.59,5.39,0.77
01-May-98,0.46,5.09,0.13,0.13,0.13,29.21,192.99,366.49,409.39,5.29,1.06
01-Jun-98,0.34,5.39,0.15,0.16,0.15,29.88,208,375.75,416.8,4.61,0.98
01-Jul-98,2.37,6.23,0.16,0.19,0.16,29.89,210.39,375.14,414.64,4.26,0.87
01-Aug-98,1.1,6.32,0.17,0.2,0.17,30.5,225,385.08,422.31,4.05,0.71
01-Sep-98,1.74,6.1,0.18,0.22,0.18,30.83,226.26,387.35,426.91,4.14,0.93
01-Oct-98,0.43,5.8,0.17,0.19,0.17,30.45,216.12,378.17,423,4.33,0.86
01-Nov-98,0,5.65,0.16,0.18,0.16,32.2,223.04,389.01,434.34,4.36,0.93
01-Dec-98,0,5.9,0.16,0.17,0.16,33.21,222.98,393.81,439.48,4.36,1.07
01-Jan-99,0.75,5.99,0.16,0.16,0.16,30.33,220.59,388.96,434,4.35,0.99
01-Feb-99,0,6.11,0.15,0.16,0.15,30.86,216.24,379.84,427.56,4.27,1
01-Mar-99,0,6.21,0.15,0.15,0.15,33.45,227.87,391.46,441.29,4.3,1.06
01-Apr-99,0.21,6.12,0.15,0.14,0.15,32.49,224.36,395.32,439.67,4.51,0.97
01-May-99,-0.11,6.18,0.15,0.14,0.15,32.37,225.18,396.82,439.73,4.54,1.09
01-Jun-99,0.53,6.09,0.15,0.13,0.15,32.75,232.69,407.88,451.14,4.86,1.07
01-Jul-99,0.11,6.12,0.15,0.12,0.15,33.29,227.92,407.54,448,4.87,1.05
01-Aug-99,-0.42,6.13,0.15,0.12,0.15,34.53,237.66,413.5,449.04,5.23,0.82
01-Sep-99,0.42,6.06,0.15,0.11,0.15,35.02,241.18,427.41,464.77,5.48,1
01-Oct-99,0.21,6.1,0.15,0.11,0.15,34.8,247.8,426.66,464.47,6.19,0.95
01-Nov-99,0.21,6.14,0.14,0.11,0.14,36.7,267.13,440.28,478.35,6.58,0.88
01-Dec-99,0.31,6.15,0.14,0.11,0.14,40.78,269.32,446.94,485.42,6.35,1.18
01-Jan-00,1.15,6.13,0.13,0.1,0.13,34.13,257.34,438.79,476.77,6.34,1.05
01-Feb-00,-0.31,6.32,0.14,0.1,0.14,34.72,266.71,443.53,483.46,6.36,1.03
01-Mar-00,1.04,6.47,0.14,0.1,0.14,35.98,262.68,438.95,481.48,6.38,1.02
01-Apr-00,1.33,6.65,0.14,0.1,0.14,36.96,264.7,440.73,483,6.33,1.1
01-May-00,0.4,7.02,0.15,0.1,0.15,35.31,259.33,437.78,480.37,6.31,1.02
01-Jun-00,0.6,6.91,0.14,0.1,0.14,35.79,265.95,441.07,485.21,6.51,1.11
01-Jul-00,0.9,6.9,0.14,0.1,0.14,36.39,253.27,433.2,476.62,6.24,0.93
01-Aug-00,0.4,6.96,0.14,0.1,0.14,36.41,255.14,439.8,487.02,6.06,0.95
01-Sep-00,0.49,7.18,0.14,0.1,0.14,36.96,268.08,452.47,502.01,6.11,0.9
01-Oct-00,0.29,7.49,0.14,0.1,0.14,37.74,264,450.46,498.98,6.09,0.97
01-Nov-00,0.2,7.69,0.13,0.1,0.13,39.72,266.58,461.18,506.02,6.09,0.72
01-Dec-00,0.29,7.64,0.13,0.1,0.13,43.04,274.36,474.85,520.67,6.08,1.51
01-Jan-01,1.27,7.78,0.13,0.1,0.13,37.49,272.43,474.21,522.08,6.05,1.07
01-Feb-01,0.29,7.82,0.12,0.1,0.12,38.12,274.21,483.02,531.79,6.1,1.04
01-Mar-01,0.67,7.9,0.12,0.1,0.12,38.66,275.41,491.46,542.66,6.15,1.2
01-Apr-01,0.48,8.08,0.12,0.1,0.12,39.91,281.72,490.9,542.47,6.11,1.12
01-May-01,0.38,7.98,0.12,0.1,0.12,39.27,281.69,491.57,546.57,6.06,0.99
01-Jun-01,0.47,8.06,0.11,0.1,0.11,39.76,288.34,492.77,555.3,6.06,1.25
01-Jul-01,-0.09,8.21,0.11,0.1,0.11,40.47,289.15,497.93,562.74,6.06,1.1
01-Aug-01,-0.19,8.31,0.11,0.09,0.11,40.58,299.55,513.46,578.1,6.04,0.93
01-Sep-01,0.28,8.68,0.11,0.09,0.11,42.63,295.85,508.21,577.69,5.98,0.93
01-Oct-01,-0.09,9.28,0.11,0.09,0.11,43.05,295.87,510.37,576.88,6.11,0.84
01-Nov-01,0.47,9.74,0.1,0.09,0.1,46.01,308.64,522.81,592.02,6.11,0.93
01-Dec-01,0.56,11.68,0.12,0.09,0.12,48.9,315.56,544.06,606.28,6.05,1.62
01-Jan-02,1.68,11.63,0.12,0.09,0.12,44.61,324.69,560.89,628.65,5.98,0.9
01-Feb-02,1.21,11.49,0.12,0.09,0.12,49.79,335.21,573.54,641.82,6.03,1.07
01-Mar-02,1,11.49,0.13,0.1,0.13,48.89,341.22,585.24,651.32,6,1.11
01-Apr-02,1.7,11.08,0.12,0.11,0.12,48.61,339.96,581.31,653.23,5.96,1.13
01-May-02,0.49,10.16,0.12,0.11,0.12,47.67,350.02,594.43,672.94,5.91,1.11
01-Jun-02,0.85,10.18,0.12,0.11,0.12,49.98,347.03,579.25,665.43,5.96,1.46
01-Jul-02,1.59,10.1,0.11,0.11,0.11,48.51,339.39,574.28,668.83,5.97,1.08
01-Aug-02,0.54,10.59,0.11,0.11,0.11,49.13,348.92,591.81,680.24,6.01,1.17
01-Sep-02,0.88,10.6,0.11,0.12,0.11,52.56,359.31,598.27,684.5,5.97,0.99
01-Oct-02,1.49,10.31,0.11,0.13,0.11,52.01,346.25,607.6,696.02,5.95,1.17
01-Nov-02,1.2,9.65,0.11,0.12,0.11,53.96,352.93,621.42,709.06,5.95,0.98
01-Dec-02,0.12,8.95,0.1,0.12,0.1,55.95,358.25,632.62,715.82,5.9,1.34
01-Jan-03,0.81,8.69,0.1,0.12,0.1,51.92,347.04,639.52,722.17,5.91,1.08
01-Feb-03,-0.11,8.29,0.1,0.13,0.1,51.52,345.22,646.35,730.64,6.07,1.11
01-Mar-03,0.59,8.05,0.1,0.13,0.1,53.03,352.86,651.02,738.2,6.1,1.08
01-Apr-03,0.23,7.66,0.1,0.13,0.1,53.94,346.97,671.31,754.19,5.94,1.01
01-May-03,0,7.66,0.1,0.13,0.1,52.51,335.86,680.41,761.27,5.97,1.16
01-Jun-03,-0.18,7.86,0.09,0.11,0.09,53.07,336.75,684.48,768.37,6.43,1.16
01-Jul-03,-0.51,7.55,0.1,0.11,0.1,53.15,336.41,688.97,772.55,6.47,1.12
01-Aug-03,0.22,7.39,0.1,0.1,0.1,53.64,339.69,690.02,766.7,6.46,1.08
01-Sep-03,-0.68,7.31,0.1,0.09,0.1,56.77,362.07,706.7,784.22,6.5,1.03
01-Oct-03,-0.77,6.96,0.09,0.08,0.09,57.37,359.68,711.11,787.22,6.44,0.97
01-Nov-03,-1.14,6.72,0.09,0.08,0.09,59.51,373.67,721.06,801.09,6.47,0.81
01-Dec-03,-0.09,6.54,0.09,0.07,0.09,62.05,387.79,733.45,808.05,6.5,1.34
01-Jan-04,0.44,6.94,0.09,0.08,0.09,59.1,392.06,734.86,813.82,6.52,0.99
01-Feb-04,0.31,6.75,0.09,0.08,0.09,58.75,415.66,756.77,842.21,6.77,1.12
01-Mar-04,0.47,6.61,0.1,0.08,0.1,61.06,402.24,748.54,844.07,8.27,1.09
01-Apr-04,0.11,6.57,0.1,0.08,0.1,61.92,395.29,750.74,850.49,8.6,0.87
01-May-04,0.01,6.8,0.1,0.08,0.1,61.26,389.09,748.17,845.54,8.87,1
01-Jun-04,0.09,6.42,0.1,0.08,0.1,61.66,403.31,749.02,854.9,9.78,0.91
01-Jul-04,0.2,6.14,0.1,0.08,0.1,62.78,392.5,748.66,857.19,10.24,0.98
01-Aug-04,-0.2,6.47,0.1,0.07,0.1,65,406.99,766.83,873.8,10.41,0.87
01-Sep-04,0.02,6.53,0.09,0.07,0.09,67.41,420.17,790.43,897.12,10.67,0.97
01-Oct-04,0.28,6.38,0.09,0.07,0.09,67.4,415.35,807.54,909.58,11.22,0.8
01-Nov-04,0.59,6.03,0.09,0.07,0.09,70.48,419.87,805.34,913.61,12.61,0.97
01-Dec-04,-0.15,5.72,0.08,0.07,0.08,71.44,421.49,818.74,914.15,13.14,1.1
01-Jan-05,0.31,5.96,0.08,0.07,0.08,70.07,417.54,819.28,919.19,13.44,0.91
01-Feb-05,0.05,6,0.08,0.07,0.08,68.53,433.38,842.01,948.34,13.76,0.98
01-Mar-05,0.61,6.03,0.08,0.07,0.08,72.04,434.15,836.64,947.68,14.15,0.94
01-Apr-05,0.3,6.15,0.08,0.07,0.08,72.38,455.56,870.2,977.95,14.3,1
01-May-05,-0.24,6.33,0.08,0.07,0.08,72.15,446.17,865.83,983.09,15.52,0.9
01-Jun-05,-0.21,6.74,0.08,0.07,0.08,72.72,458.28,876.49,"1,000.89",16.92,1.04
01-Jul-05,0.74,6.7,0.08,0.07,0.08,72.84,463.7,898.05,"1,027.43",17.16,0.95
01-Aug-05,0.17,6.46,0.08,0.07,0.08,73.49,489.83,915.94,"1,039.79",17.22,0.9
01-Sep-05,0.08,6.37,0.08,0.07,0.08,74.55,500.04,928.54,"1,052.86",17.63,0.89
01-Oct-05,0.12,6.59,0.08,0.07,0.08,75.88,491.88,931.98,"1,059.51",17.79,0.82
01-Nov-05,-0.02,6.66,0.08,0.07,0.08,79.99,497.32,937.19,"1,068.70",18.01,0.91
01-Dec-05,0.1,6.35,0.08,0.07,0.08,79.55,503.05,963.52,"1,101.13",18.58,1.15
01-Jan-06,0.38,6.08,0.07,0.07,0.07,77.9,507.64,965.1,"1,105.10",19.87,0.74
01-Feb-06,0.13,6.12,0.07,0.07,0.07,78.7,523.53,"1,000.20","1,152.86",20.36,0.87
01-Mar-06,0.3,6.24,0.07,0.07,0.07,80.36,540.52,"1,032.59","1,205.91",20.61,0.91
01-Apr-06,0.24,6.08,0.07,0.07,0.07,81.56,542.15,"1,026.90","1,207.40",21.76,0.92
01-May-06,0.38,6.31,0.08,0.07,0.08,80.76,544.46,"1,044.16","1,224.09",21.46,0.81
01-Jun-06,0.73,6.97,0.08,0.07,0.08,82.38,558,"1,050.28","1,234.43",21.51,0.89
01-Jul-06,0.69,7.07,0.09,0.07,0.09,83.12,581.41,"1,061.27","1,246.55",21.6,0.82
01-Aug-06,0.69,6.95,0.09,0.08,0.09,83.55,572.26,"1,078.79","1,265.81",21.92,0.87
01-Sep-06,0.25,7.45,0.09,0.08,0.09,87.91,578.69,"1,106.31","1,283.98",22.23,0.99
01-Oct-06,0.53,7.63,0.08,0.08,0.08,86.25,589.06,"1,125.71","1,310.74",22.12,0.75
01-Nov-06,0,7.25,0.08,0.08,0.08,91.31,599.99,"1,146.10","1,341.85",22.85,0.76
01-Dec-06,0.39,7.03,0.08,0.08,0.08,95.95,605.68,"1,156.84","1,349.29",23.06,1.01
01-Jan-07,0.73,7.19,0.08,0.09,0.08,91.08,586.49,"1,133.63","1,348.76",23.63,0.72
01-Feb-07,-0.12,7.18,0.08,0.09,0.08,93.27,633.3,"1,180.29","1,418.09",23.61,0.93
01-Mar-07,0.69,7.35,0.08,0.08,0.08,95.61,647.13,"1,195.13","1,447.35",23.85,0.94
01-Apr-07,0.85,7.1,0.08,0.08,0.08,95.01,645.93,"1,215.18","1,476.28",24.28,0.87
01-May-07,0.46,7.01,0.08,0.09,0.08,94.09,660.82,"1,241.35","1,501.63",25.2,0.94
01-Jun-07,0.71,7.15,0.08,0.09,0.08,98.11,665.87,"1,249.39","1,523.36",25.49,0.89
01-Jul-07,0.86,6.97,0.08,0.09,0.08,96.39,669.36,"1,290.23","1,551.49",26.64,0.82
01-Aug-07,0.64,7.22,0.08,0.09,0.08,97.96,713.23,"1,341.91","1,592.39",27.12,0.82
01-Sep-07,0.57,7.1,0.08,0.09,0.08,98.57,702.67,"1,350.34","1,604.21",27.53,0.9
01-Oct-07,0.92,6.76,0.08,0.1,0.08,98.79,699.54,"1,350.48","1,617.32",28.59,0.73
01-Nov-07,0.31,6.7,0.08,0.1,0.08,104.41,732.33,"1,382.34","1,652.86",29.14,0.98
01-Dec-07,0.71,6.84,0.08,0.1,0.08,110.99,739.06,"1,393.53","1,668.32",29.59,0.97
01-Jan-08,1.39,7,0.08,0.1,0.08,103,769.03,"1,377.36","1,678.62",29.88,0.79
01-Feb-08,0.5,7.66,0.09,0.1,0.09,106.11,769.15,"1,393.23","1,709.62",30.3,0.89
01-Mar-08,1.32,7.99,0.09,0.1,0.09,108.04,747.05,"1,430.26","1,743.01",30.62,0.91
01-Apr-08,0.65,7.76,0.09,0.1,0.09,109.89,710.74,"1,457.42","1,782.60",30.76,0.85
01-May-08,0.81,7.61,0.1,0.11,0.1,107.35,742.07,"1,481.68","1,811.03",30.83,0.97
01-Jun-08,1.45,7.94,0.1,0.11,0.1,109.59,761.17,"1,474.11","1,825.36",31.1,1
01-Jul-08,1.43,7.61,0.1,0.11,0.1,109.1,735.13,"1,483.91","1,847.11",31.3,0.82
01-Aug-08,0.63,7.67,0.09,0.11,0.09,112.35,743.44,"1,481.96","1,851.17",30.97,0.98
01-Sep-08,0.62,8.08,0.09,0.11,0.09,113.85,752.95,"1,505.69","1,866.56",30.83,1
01-Oct-08,0.31,9.78,0.09,0.11,0.09,115.14,754.06,"1,522.79","1,888.86",29.93,0.91
01-Nov-08,0,10.11,0.09,0.11,0.09,118.31,771.45,"1,564.91","1,941.69",29.94,0.89
01-Dec-08,-0.15,9.92,0.08,0.11,0.08,119.64,753.63,"1,561.61","1,914.20",30.58,0.97
01-Jan-09,0.62,9.91,0.08,0.11,0.08,116.11,722.83,"1,565.87","1,912.59",30.01,0.68
01-Feb-09,0.92,9.98,0.08,0.09,0.08,116.02,723.83,"1,577.28","1,927.09",29.93,0.99
01-Mar-09,1.52,9.95,0.08,0.09,0.08,116.84,731.84,"1,573.45","1,927.34",30.38,0.99
01-Apr-09,0.45,8.96,0.09,0.08,0.09,119.58,744.65,"1,573.59","1,933.86",30.48,0.97
01-May-09,0.3,8.37,0.09,0.08,0.09,117.84,767.84,"1,595.65","1,952.27",31.9,1.05
01-Jun-09,0.3,8.03,0.09,0.07,0.09,118.36,772.14,"1,545.71","1,936.12",31.95,1.08
01-Jul-09,1.04,7.94,0.09,0.07,0.09,119.24,763.2,"1,539.52","1,952.32",31.96,1.01
01-Aug-09,0.29,7.94,0.09,0.07,0.09,118.64,779.6,"1,553.43","1,952.80",34.12,0.95
01-Sep-09,0.29,7.5,0.09,0.07,0.09,118.22,761.73,"1,543.16","1,941.26",35.09,1.09
01-Oct-09,0,7.49,0.09,0.07,0.09,120.46,765.57,"1,536.02","1,939.28",35.57,0.87
01-Nov-09,0,7.51,0.09,0.07,0.09,124.33,790.89,"1,548.65","1,953.02",35.75,0.95
01-Dec-09,0.29,7.48,0.09,0.07,0.09,126.88,805.93,"1,587.95","1,947.91",35.24,1.09
01-Jan-10,0.29,7.46,0.09,0.07,0.09,123.4,796.6,"1,568.91","1,923.96",35.09,1.01
01-Feb-10,0.58,7.67,0.09,0.07,0.09,121.57,796.34,"1,565.55","1,937.51",34.95,0.97
01-Mar-10,0.86,7.41,0.09,0.07,0.09,131.28,815.67,"1,577.11","1,957.17",37.5,1.06
01-Apr-10,0,7.34,0.09,0.07,0.09,126.32,809.95,"1,580.57","1,966.07",37.59,1.03
01-May-10,0.29,7.65,0.09,0.07,0.09,127.39,822.08,"1,579.30","1,979.53",37.04,1.08
01-Jun-10,0,7.64,0.09,0.07,0.09,125.74,822.95,"1,550.37","1,982.65",37.2,1.19
01-Jul-10,0.57,7.52,0.09,0.06,0.09,129.57,831.7,"1,582.75","2,024.76",38.4,1.11
01-Aug-10,0.14,7.29,0.08,0.06,0.08,127.44,832.72,"1,594.56","2,038.39",38.12,0.99
01-Sep-10,0.14,7.11,0.08,0.06,0.08,128.73,846.66,"1,588.48","2,039.93",38.76,1.16
01-Oct-10,0.14,6.91,0.08,0.06,0.08,128.79,842.75,"1,596.82","2,062.55",38.75,1.09
01-Nov-10,0.14,6.97,0.08,0.06,0.08,133.88,881.12,"1,659.05","2,094.21",37.83,1.16
01-Dec-10,0.14,6.82,0.08,0.06,0.08,136,862.41,"1,677.21","2,082.98",38.18,1.33
01-Jan-11,0.56,6.92,0.09,0.06,0.09,131.4,863.22,"1,674.64","2,082.65",40.13,0.99
01-Feb-11,0.56,7.18,0.09,0.06,0.09,130.49,861.34,"1,653.75","2,084.84",41.64,1.06
01-Mar-11,1.25,6.9,0.09,0.06,0.09,135.23,883.35,"1,650.77","2,086.05",43.51,1.1
01-Apr-11,0.27,6.72,0.09,0.05,0.09,138.17,887.22,"1,656.92","2,085.01",44.43,1.07
01-May-11,0.55,6.86,0.09,0.05,0.09,134.19,880.28,"1,666.61","2,102.17",43.97,1.04
01-Jun-11,0.54,6.79,0.09,0.05,0.09,140.78,885,"1,646.47","2,103.34",43.98,1.19
01-Jul-11,0.81,6.79,0.09,0.05,0.09,138.4,899.61,"1,670.19","2,139.20",43.61,1.05
01-Aug-11,0,7.09,0.08,0.05,0.08,140.72,893.36,"1,693.48","2,166.29",44.11,1.02
01-Sep-11,0.54,7.58,0.08,0.05,0.08,145.97,903.72,"1,721.64","2,179.71",43.21,1.13
01-Oct-11,0.67,7.95,0.08,0.05,0.08,144.18,918.91,"1,740.14","2,213.49",43.26,0.95
01-Nov-11,0.13,8.15,0.08,0.05,0.08,149.74,942.36,"1,757.76","2,246.95",42.76,0.98
01-Dec-11,0.26,8.19,0.09,0.05,0.09,158.67,947.27,"1,798.93","2,256.73",42.6,1.17
01-Jan-12,0.53,8,0.08,0.05,0.08,150.38,950.44,"1,785.34","2,222.11",44.47,0.86
01-Feb-12,0.53,7.64,0.08,0.06,0.08,151.44,943.26,"1,767.50","2,207.56",44.71,1.01
01-Mar-12,1.05,7.61,0.08,0.06,0.08,154.02,964.04,"1,799.38","2,224.73",43.98,1.02
01-Apr-12,0.52,7.83,0.08,0.06,0.08,154.12,934.18,"1,777.04","2,213.43",43.28,0.94
01-May-12,0,8.15,0.08,0.06,0.08,152.12,955.41,"1,781.53","2,237.43",42.63,0.96
01-Jun-12,0.39,8.38,0.08,0.06,0.08,153.94,954.23,"1,769.16","2,250.56",42.92,1.03
01-Jul-12,0.13,8.25,0.08,0.05,0.08,153.64,987.67,"1,802.93","2,316.05",42.87,0.98
01-Aug-12,0.38,8.26,0.07,0.05,0.07,157.12,992.92,"1,820.82","2,334.99",43.32,0.93
01-Sep-12,0.77,8.26,0.07,0.05,0.07,159.23,"1,005.77","1,831.45","2,344.15",43.85,0.9
01-Oct-12,0.76,8.64,0.08,0.05,0.08,161.43,"1,002.02","1,812.95","2,339.57",43.75,0.82
01-Nov-12,0.25,8.8,0.08,0.05,0.08,169.37,"1,033.10","1,872.96","2,387.55",43.85,1.01
01-Dec-12,0.38,8.61,0.07,0.05,0.07,176.85,"1,035.14","1,869.05","2,373.44",44,1.05
01-Jan-13,0.25,8.8,0.07,0.05,0.07,164.76,"1,024.60","1,861.75","2,372.04",44.49,0.78
01-Feb-13,0.87,8.88,0.07,0.05,0.07,164.14,"1,024.51","1,869.04","2,373.34",43.98,0.97
01-Mar-13,1.23,9.19,0.07,0.05,0.07,170.2,"1,048.66","1,900.81","2,404.17",43.57,0.99
01-Apr-13,0.24,9.1,0.07,0.05,0.07,169.61,"1,059.04","1,912.46","2,434.42",44.6,0.89
01-May-13,-0.24,9.35,0.07,0.05,0.07,170.52,"1,065.19","1,915.82","2,455.49",42.5,0.96
01-Jun-13,0.37,10,0.08,0.05,0.08,169.47,"1,103.21","1,928.90","2,456.97",41.82,0.98
01-Jul-13,0.97,9.91,0.08,0.05,0.08,171.23,"1,116.22","1,954.78","2,486.06",42.18,0.92
01-Aug-13,0.36,10.07,0.08,0.05,0.08,173.78,"1,105.93","1,983.86","2,495.60",42.35,0.88
01-Sep-13,0.48,9.96,0.08,0.05,0.08,176.43,"1,122.26","2,011.34","2,508.31",44.73,0.86
01-Oct-13,0.24,9.9,0.08,0.05,0.08,175.97,"1,121.30","2,013.44","2,505.56",44.91,0.87
01-Nov-13,0.12,10.2,0.08,0.05,0.08,187.57,"1,137.25","2,058.66","2,537.87",44.6,1.01
01-Dec-13,0.24,10.37,0.08,0.05,0.08,193.9,"1,132.04","2,051.31","2,513.87",44.86,1.03
01-Jan-14,0.71,10.89,0.08,0.05,0.08,178.33,"1,120.79","2,058.58","2,522.21",44.42,0.82
01-Feb-14,1.06,10.95,0.09,0.06,0.09,177.85,"1,123.61","2,057.26","2,512.46",44.9,1.01
01-Mar-14,1.28,10.74,0.09,0.06,0.09,181.24,"1,217.29","2,108.16","2,591.10",44.35,0.87
01-Apr-14,0.46,10.54,0.08,0.06,0.08,183,"1,183.67","2,112.21","2,602.27",44.44,0.86
01-May-14,0.34,10.41,0.08,0.06,0.08,179.76,"1,187.80","2,147.11","2,639.60",44.45,0.91
01-Jun-14,0.34,10.68,0.08,0.06,0.08,182.52,"1,201.92","2,116.92","2,632.94",43.48,0.99
01-Jul-14,0.8,10.66,0.08,0.06,0.08,186.35,"1,228.56","2,128.60","2,654.29",44.81,0.93
01-Aug-14,0.23,10.66,0.08,0.06,0.08,190.57,"1,233.97","2,156.68","2,653.24",44.59,0.82
01-Sep-14,0,10.99,0.08,0.06,0.08,190.9,"1,263.08","2,216.32","2,703.39",44.27,0.97
01-Oct-14,0.23,11.06,0.08,0.06,0.08,194.59,"1,227.21","2,218.41","2,704.23",43.97,0.8
01-Nov-14,0,11.09,0.08,0.06,0.08,199.13,"1,299.69","2,260.84","2,746.78",44.01,0.94
