DATE,CPI,exchange_rate,gsec_int_rates,t_int_rates,LTg_yields,M0,M1,M2,M3,total_reserves,Ex_Im
01-Dec-14,-0.22,11.5,0.08,0.06,0.08,209.64,"1,242.75","2,228.36","2,696.86",44.27,1.08
01-Jan-15,-0.11,11.55,0.07,0.06,0.07,197.91,"1,239.87","2,225.49","2,707.41",42.53,0.73
01-Feb-15,0.68,11.58,0.07,0.06,0.07,197.81,"1,259.41","2,224.56","2,716.12",42.31,0.9
01-Mar-15,1.23,12.09,0.08,0.06,0.08,203.53,"1,309.18","2,274.81","2,783.44",41.66,1
01-Apr-15,1,11.98,0.08,0.06,0.08,205.43,"1,304.08","2,282.26","2,820.46",42.18,0.98
01-May-15,0.11,11.97,0.08,0.06,0.08,200.1,"1,308.85","2,312.32","2,860.52",41.66,1.06
01-Jun-15,0.55,12.29,0.08,0.06,0.08,203.84,"1,312.16","2,308.18","2,861.75",42.11,1.06
01-Jul-15,0.87,12.46,0.08,0.06,0.08,207.91,"1,346.96","2,375.42","2,923.61",41.45,0.99
01-Aug-15,0.11,12.9,0.08,0.06,0.08,208.99,"1,339.89","2,367.94","2,916.13",41.53,0.9
01-Sep-15,0,13.64,0.08,0.06,0.08,212.77,"1,353.82","2,386.34","2,931.47",41.61,0.99
01-Oct-15,0.22,13.49,0.08,0.06,0.08,212.71,"1,363.97","2,415.20","2,967.04",41.43,0.8
01-Nov-15,0.22,14.14,0.08,0.06,0.08,220.87,"1,436.68","2,448.15","3,002.31",40.88,1.01
01-Dec-15,0.21,15,0.09,0.07,0.09,225.28,"1,427.84","2,441.04","2,975.28",41.62,1.09
01-Jan-16,0.86,16.33,0.1,0.07,0.1,214.93,"1,445.29","2,420.84","2,939.39",40.62,0.8
01-Feb-16,1.38,15.76,0.09,0.07,0.09,215.87,"1,416.19","2,411.09","2,945.96",40.77,0.99
01-Mar-16,0.84,15.38,0.09,0.07,0.09,219.34,"1,490.17","2,459.29","3,023.08",41.8,1.02
01-Apr-16,0.93,14.59,0.09,0.07,0.09,219.65,"1,449.87","2,446.14","3,021.45",41.52,1
01-May-16,0.21,15.33,0.09,0.07,0.09,223.41,"1,436.99","2,431.67","3,031.64",41.06,1.21
01-Jun-16,0.51,15.05,0.09,0.07,0.09,216.4,"1,436.67","2,412.89","3,021.49",40.94,1.13
01-Jul-16,0.82,14.39,0.09,0.07,0.09,221.14,"1,451.77","2,453.69","3,052.49",40.72,1.06
01-Aug-16,-0.1,13.78,0.09,0.07,0.09,218.64,"1,469.58","2,486.21","3,076.05",40.39,0.91
01-Sep-16,0.2,14.03,0.09,0.07,0.09,222.37,"1,465.06","2,509.32","3,095.75",41.84,1.08
01-Oct-16,0.51,13.93,0.09,0.07,0.09,224.47,"1,518.27","2,566.28","3,163.59",41.83,0.96
01-Nov-16,0.3,13.91,0.09,0.07,0.09,231.4,"1,610.13","2,561.80","3,145.14",42.22,0.98
01-Dec-16,0.4,13.84,0.09,0.08,0.09,240.46,"1,606.52","2,600.81","3,156.16",42.57,1.15
01-Jan-17,0.6,13.54,0.09,0.07,0.09,224.07,"1,604.18","2,591.87","3,171.98",41.76,0.88
01-Feb-17,1.09,13.19,0.09,0.07,0.09,224.17,"1,577.98","2,555.40","3,141.09",41.63,1.06
01-Mar-17,0.49,12.92,0.08,0.07,0.09,228.29,"1,603.41","2,584.13","3,192.88",41.55,1.13
01-Apr-17,0.1,13.45,0.09,0.07,0.09,230.47,"1,582.11","2,574.11","3,182.77",41.54,1.06
01-May-17,0.29,13.26,0.09,0.07,0.09,229.24,"1,582.83","2,592.23","3,212.96",42.1,1.08
01-Jun-17,0.19,12.89,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,42.3,1.12
01-Jul-17,0.19,13.15,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,41.64,1.11
01-Aug-17,0.1,13.21,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,41.66,1.06
01-Sep-17,0.48,13.17,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,44.2,1.05
01-Oct-17,0.29,13.7,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,43.77,1.04
01-Nov-17,0.1,14.04,0.1,0.07,0.1, NaN , NaN , NaN , NaN ,45.14,1.13
01-Dec-17,0.48,13.09,0.09,0.08,0.1, NaN , NaN , NaN , NaN ,45.5,1.17
01-Jan-18,0.38,12.2,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,45.09,0.75
01-Feb-18,0.67,11.82,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,44.73,0.99
01-Mar-18,0.38,11.84,0.08,0.07,0.09, NaN , NaN , NaN , NaN ,44.65,1.1
01-Apr-18,0.66,12.11,0.08,0.07,0.08, NaN , NaN , NaN , NaN ,44.25,1.01
01-May-18,0.28,12.54,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,45.9,1.04
01-Jun-18,0.28,13.31,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,45.54,1.12
01-Jul-18,0.84,13.37,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,45.58,0.95
01-Aug-18,-0.09,14.09,0.09,0.07,0.09, NaN , NaN , NaN , NaN ,45,1.08
01-Sep-18,0.46,14.75,0.1,0.07,0.1, NaN , NaN , NaN , NaN ,45.62,0.97
01-Oct-18,0.46,14.49,0.1,0.07,0.1, NaN , NaN , NaN , NaN ,45.27,0.96
01-Nov-18, NaN ,14.09,0.1,0.07,0.1, NaN , NaN , NaN , NaN ,45.75, NaN 
01-Dec-18, NaN ,14.26, NaN , NaN , NaN , NaN , NaN , NaN , NaN , NaN , NaN 
01-Jan-19, NaN ,14.01, NaN , NaN , NaN , NaN , NaN , NaN , NaN , NaN , NaN 
